peter baer galvin::peter baer galvin
interested::interested
monitors::monitors
sched::sched
on-cpu::on-cpu
uid::uid
self::self-
timestamp::timestamp
off-cpu::off-cpu
execname::execname
sum::sum
due::due
adopted::adopted
busy::busy
producing::producing
generation::generation
site::site
variable::variable
re-configured::re-configured
installation::installation
add::add
capabilities::capabilities
tune::tune
configure::configure
installed::installed
optional::optional
present::present
device-specific::device-specific
buffers::buffers
slots::slots
extreme::extreme
edited::edited
re-compiled::re-compiled
tables::tables
key::key
makefiles::makefiles
case::case
editing::editing
regenerated::regenerated
reboot::reboot
activate::activate
possibilities::possibilities
mechanism::mechanism
booting::booting
alternate::alternate
powers::powers
points::points
rom::rom
eprom::eprom
motherboard::motherboard
power-on::power-on
tests::tests
post::post
applicable::applicable
controller::controller
on-board::on-board
diagnostics::diagnostics
pressing::pressing
bios::bios
pressed::pressed
restrict::restrict
password::password
setup::setup
assuming::assuming
primary::primary
sector::sector
fdisk::fdisk
logical::logical
partition::partition
ends::ends
active::active
occupied::occupied
i.e::i.e
os-specific::os-specific
slightly::slightly
single-boot::single-boot
proceed::proceed
opportunity::opportunity
stage::stage
earlier::earlier
dual-boot::dual-boot
multiple-boot::multiple-boot
give::give
default::default
pick::pick
frame::frame
finds::finds
loader::loader
chosen::chosen
previous::previous
bullet::bullet
point::point
enter::enter
single-user::single-user
enable::enable
console::console
enters::enters
examines::examines
turn::turn
spawns::spawns
gettys::gettys
getty::getty
initializes::initializes
accepts::accepts
passwords::passwords
authenticates::authenticates
authenticated::authenticated
assigned::assigned
execs::execs
initialize::initialize
prompts::prompts
dies::dies
logout::logout
moved::moved
9th::9th
believes::believes
testing::testing
difficulty::difficulty
sharing::sharing
models::models
nonvirtual::nonvirtual
appeared::appeared
ibm::ibm
mainframes::mainframes
benefits::benefits
offering::offering
networked::networked
affecting::affecting
mentioned::mentioned
simulation::simulation
alternative::alternative
simply::simply
vice-versa::vice-versa
tend::tend
considerably::considerably
perfect::perfect
2.8.4::2.8.4
para-virtualization::para-virtualization
variation::variation
theme::theme
mimic::mimic
modified::modified
para-virtual::para-virtual
zone::zone
virtualized::virtualized
isolated::isolated
exist::exist
global::global
zones::zones
2.8.5::2.8.5
challenging::challenging
consequences::consequences
operate::operate
simulated::simulated
eventual::eventual
levels::levels
2.8.6::2.8.6
2.8.6.1::2.8.6.1
abstracts::abstracts
80x86::80x86
workstation::workstation
2.8.6.2::2.8.6.2
beginning::beginning
jvm::jvm
implementations::implementations
numerous::numerous
byte::byte
.class::.class
garbage::garbage
interpreted::interpreted
just-in-time::just-in-time
jit::jit
compilation::compilation
scheme::scheme
piece::piece
encountered::encountered
emulate::emulate
.net::.net
framework::framework
compiling::compiling
runtime::runtime
clr::clr
