keyphrase	tfidf	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	dispersion	Phrase Size	localspan	cscore	keyword
array of size	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
excessive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
find	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
array refers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
front of our queue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
anymore elements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
double linked luist	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
asked give	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
entire list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
find out the find	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
replace the element	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
copy this element	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
node so inserting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
fixed size	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
list from your previous	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
previous port	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
swaps the contents	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
sequence using an array	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
positions um so positions	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
learnt today where queues	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
resolve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element ceratin rank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
correspond to lets	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
constant time operations provide	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
remove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
location where was referring	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
set its previous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
exercise	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
type which intuitively	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
seventeen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element recall enqueue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
find out the node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
tail of list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
element the original queue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
header and trailer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
queue remove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
start doing ill rap	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
adapt this implementation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
learnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
stack implemented	0.0	0.0	0.0126582278481	0.0	0.0	0.0	0.0	0.0	False
larger than n elements	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
classes	0.0	1.58333333333	0.0	6.72588522962	0.0	1	0.0	0.0	False
full exception	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
first all the elements	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
knowing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
queue dequeue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
add an element	0.0	0.0	0.0	0.0	0.0224302866414	0.0	0.2758789861	0.252153125115	False
makes this pointer	0.0	0.0	0.0	0.0	0.0	0.0	0.137959934587	0.108065625049	False
linked list vector	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
interfaces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
makes a previous pointer	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
list and find	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
franchiso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
basically referring	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
ended queue is empty	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
insert an element	0.0	0.0	0.0	0.0	0.0120485882877	0.0	0.275756336877	0.504306250229	False
tail should be update	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element inserted	0.0	0.0	0.0	0.0	0.0	0.0	0.172465249387	0.0681818181818	False
ruight	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
linked list a doubly	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
return an front element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
remove this one lets	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
elements its support	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
vector list abstract	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
context	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
correspond to that rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
list goes seventeen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
element from queue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
ranks will change	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element it get removed	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
based operation	0.0	0.0	0.0	0.0	0.0	0.0	0.103454619787	0.0681818181818	False
kind of suite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
removing an element rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
corresponds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
reached this place	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
header	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element is pushed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
replace at rank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
rear location put	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
location this blue part	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
expensive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
differ from dequeue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
provide we give	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
java	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
raise	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
sitting at the front	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
create	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
call this method	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
theelements sitting there replace	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element the front	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
abstract data type position	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
node after constant time	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue i removed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
empty	0.0	10.9166666667	0.0	76.7815344335	0.0	1	0.0	0.0	False
abstract datatype implementation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
theelements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
node before that post	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
dfirst will give	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
first out	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
understand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
node to remove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
circularly linked list	0.0	0.0	0.0126582278481	0.0	0.0	0.0	0.0	0.0360218750164	False
part is the part	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
throw the entire list	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
data type concerned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
ended queue both ends	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
replaces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
leave	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
straight	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
corresponds to is empty	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element the linked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element which was sitting	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
zap out	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
first find	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
implement such double	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
circularly linked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
time operations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element if i remove	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue to implement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
loop	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
wswaps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
costly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
increment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
makes this pointer point	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
data structure	0.0	0.0	0.0	0.0	0.0	0.0	0.206888798038	0.136363636364	False
operations insert certain rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
leave as an exercise	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
header and trailer nodes	0.0625	0.25	0.0	0.264160416787	0.0	1	0.0	0.0454545454545	False
negative in this setting	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
anymore	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rank take constant time	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
replace with element	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
removed first right queue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
insert at the end	0.0833333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
first node50.53 second node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element from linked list	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element on the abstract	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
instance the method top	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element at the rank	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
multiple inheritance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
top would correspond	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
front of the queue	1.0	0.0	0.0	0.0	0.0333575708479	0.0	0.758789860998	0.727272727273	False
list or singly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
allotted then we double	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
abstract dat	0.0	0.0	0.0	0.0	0.0	0.0	0.689799672935	0.318181818182	False
sitting at that rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
abstract datatype	0.0	0.0	0.0	0.0	0.0	0.0	0.103454619787	0.0454545454545	False
place where certain elements	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
implement this data types	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
insert an element element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
questions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rank figure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
retrive	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
operations of double	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0720437500328	False
implement double	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
queue when you remove	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
type has two additional	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
referring to the position	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
implement for stack	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pop correspond to deleting	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
first positionoif	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
positions ruight	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
location	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
elements this queue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
elemtsn sitting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
remaining	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
singly linked	0.0	0.0	0.0	0.0	0.0	0.0	0.137898609975	0.136363636364	False
front first element	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
insert after or insert	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
datatype now this datatype	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
list or singly linked	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
showing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
double ended queue	0.0	3.0	0.341772151899	12.0631583367	1.0	1	0.827575633688	0.972590625443	True
additional methods which kind	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
array is fixed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
talk about list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
order n time	0.0	0.0	0.0	0.0	0.0	0.0	0.206909239575	0.216131250098	False
hacve a method whoich	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queues to be processed	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
code for enqueue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
position io can hacve	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
interface called stack	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
implement this data	0.0	0.0	0.0	0.0	0.0	0.0	0.0689493049877	0.108065625049	False
stack head	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
shift all these elements	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
list assume	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element of double	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
methods	0.0	10.3333333333	0.0	64.3263158711	0.0	1	0.0	0.0	False
queue that have obtained	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
rid of this node	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
list you can delete	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
expensive are these operations	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
added	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
ended queues	0.0	0.0	0.0	0.0	0.0	0.0	0.10343417825	0.0909090909091	False
array the picture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
whats the double ended	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
departmental	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
type of the objects	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
copy here means	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element of the queue	0.25	0.0	0.0	0.0	0.0101516406462	0.0	0.17244480785	0.181818181818	False
pros	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
efficient implement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
cast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
intuitively the place	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
method push	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
front element the original	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
part the class today	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
recall in the previous	0.0416666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
inserting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
node in constant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
essentially blinked list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
implement using arrays lets	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element of my double	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
implement a stack	0.0	0.0	0.0	0.0	0.0	0.0	0.103454619787	0.108065625049	False
step	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
case order n time	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue as v lets	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
similar axioms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
order in time	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
insert to delete	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
left with the queue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
today where queues	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
array right lets	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
position a position	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
left an empty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
seatle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rank four does department	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
empty what will happen	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
size of my double	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
basically inheriting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
type is sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
node perhaps applied	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
move one step	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
double ended queues	0.0	0.0	0.0	0.0	0.0105083923357	0.0	0.10343417825	0.144087500066	False
means the front	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
end an similarly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
question	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
remove an element removing	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
node earlier at rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
element by setting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
forward	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
implement this procedure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
head point	0.0	0.0	0.0	0.0	0.0	0.0	0.13793949305	0.0454545454545	False
lecture we looked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
out the position	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
dequeue which means	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
implement the these data	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
front or delete	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
worst case order	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
repeatedly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
node connected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
remove the front	0.0	0.0	0.0	0.0	0.0	0.0	0.10343417825	0.0720437500328	False
element enqueue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
good solution	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
ended queues we learnt	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
great so what happen	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
similar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
abstract dat type	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
update methods	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
constant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
defined	0.0	0.916666666667	0.0	1.72971580932	0.0	1	0.0	0.0	False
dequeue i say remove	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
rank given an rank	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
implementer has doubly linked	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue full	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
makes a previous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
position as or reference	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
started	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
points	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
list vector	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
department	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
queue and dequeue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
linear in the worst	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
guy and make	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
essentially a concretization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
queue and i enqueued	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
empty or full	0.0	0.0	0.0	0.0	0.0	0.0	0.0689493049877	0.108065625049	False
move to the previous	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue the element	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
double double	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
insert and delete operations	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
lsat position	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
structure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
swaps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
idea to implement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
fairly generic data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
implies	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
elements right check	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
insert anymore elements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
notion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
insert the node	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
node how we remove	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
location the first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
left be left	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
implement if i dequeue	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
code	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
meythods like size	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rank e rank	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
front of enqueue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
nodes list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
written the queue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
tail of the list	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0909090909091	False
element so each element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
query	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
issues	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
allocate an array	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
insert an element insert	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
notion of a first	0.0416666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
first i added	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
learnt about double ended	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
concerned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
chart shows	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0227272727273	False
suite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
delete at the front	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
size just corresponds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360218750164	False
element the second element	0.0416666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
linked used doubly linked	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
end	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
remove at the head	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
node makes a previous	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
telling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
element removing an element	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
queue in the first	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545454545	False
